locality,apartment_type,bhk,floor,rent
Puthiyara,Apartment,3,6.0,30500
Nadakkavu,Apartment,1,8.0,11500
Mathara,Flat,3,5.0,25500
Ulliyeri,Apartment,2,4.0,12000
Eranhipalam,Apartment,3,14.0,27500
Mathara,Flat,3,6.0,25500
Nadakkavu,Apartment,2,6.0,19500
Mathara,Apartment,2,12.0,15500
Chevayur,Flat,2,2.0,18500
Panniyankara,Flat,1,5.0,7500
Panniyankara,Apartment,4,14.0,33500
Beach Road,Flat,2,7.0,22500
Kottuli,Apartment,2,4.0,15500
Medical College,Apartment,2,14.0,20000
Thondayad,Apartment,3,12.0,29500
Bilathikulam,Flat,2,0.0,16000
Puthiyara,House,1,,12500
Mathara,Apartment,2,10.0,16000
Feroke,Villa,3,,31500
Chevayur,Apartment,3,2.0,30000
Puthiyara,House,2,,20500
Bilathikulam,Apartment,2,0.0,17500
Kuthiravattom,Flat,2,3.0,14500
Calicut University,Apartment,1,11.0,12000
Koyilandy Road,Flat,1,8.0,8000
Panniyankara,Villa,3,,36500
Koyilandy Road,Apartment,1,1.0,9500
Puthiyara,Villa,2,,28500
Calicut University,Apartment,3,3.0,37500
Malaparamba,Flat,1,8.0,8000
Vellimadukunnu,Apartment,1,10.0,8000
Mankave,Apartment,1,15.0,9000
Kuthiravattom,Apartment,1,6.0,8500
Balussery,Apartment,4,13.0,31000
Beach Road,Apartment,1,12.0,12000
Eranhipalam,Apartment,3,7.0,29000
Kottuli,Apartment,2,14.0,13000
Mankave,Apartment,2,10.0,14500
Panniyankara,Apartment,1,15.0,8000
Mavoor Road,Apartment,1,0.0,11000
Balussery,Apartment,2,11.0,12000
Nadakkavu,Apartment,2,6.0,19000
Medical College,Apartment,3,6.0,35500
Vellimadukunnu,Apartment,1,10.0,8500
Puthiyara,House,3,,34000
Mathara,Apartment,1,9.0,8500
Thiruvannur,Apartment,2,3.0,12500
Mathara,Flat,3,3.0,24000
Mankave,Apartment,2,1.0,15000
Beach Road,Villa,2,,32500
Koduvally,Villa,3,,28500
Chevayur,Villa,2,,29500
Calicut University,Apartment,3,3.0,37000
Kuthiravattom,Apartment,2,1.0,14500
Puthiyara,Flat,4,2.0,43000
Balussery,Flat,4,3.0,28000
Vellimadukunnu,Villa,2,,20500
Balussery,Apartment,2,4.0,13500
Mavoor Road,Flat,2,0.0,20000
Panniyankara,Villa,2,,20500
Calicut University,House,1,,13000
Chevayur,Flat,2,1.0,18000
Eranhipalam,Apartment,1,9.0,10000
Bilathikulam,Flat,2,4.0,18000
Palayam,Apartment,3,8.0,35500
Palayam,Apartment,3,11.0,30500
Kottuli,Apartment,2,11.0,14500
Mankave,Apartment,1,14.0,9000
Puthiyara,Apartment,2,6.0,20000
Mavoor Road,Apartment,3,1.0,39500
Eranhipalam,Apartment,3,13.0,31000
Feroke,Villa,2,,20500
Panniyankara,Apartment,1,10.0,8500
Chevayur,Apartment,2,5.0,20500
Kunnamangalam,Apartment,2,15.0,11500
Ulliyeri,Flat,3,3.0,18000
Eranhipalam,Apartment,1,14.0,9500
Kuthiravattom,Villa,1,,13000
Mathara,Apartment,2,8.0,15000
Mathara,Apartment,2,6.0,16000
Calicut University,House,1,,13500
Koyilandy Road,Flat,3,4.0,25000
Bilathikulam,Flat,3,2.0,28000
Mathara,Flat,2,3.0,15000
Ulliyeri,Apartment,4,10.0,26000
Mavoor Road,Flat,2,5.0,20500
Nadakkavu,Apartment,2,6.0,20500
Mankave,Villa,2,,25500
Panniyankara,Flat,1,5.0,8000
Eranhipalam,Apartment,2,9.0,17000
Balussery,Villa,1,,9500
Koduvally,Flat,1,2.0,6500
Calicut University,House,3,,43500
Puthiyara,Apartment,2,0.0,19000
Puthiyara,Apartment,3,6.0,31500
Kottuli,Apartment,2,2.0,13500
Chevayur,House,2,,22500
Bilathikulam,Flat,3,8.0,27500
Bilathikulam,Flat,2,5.0,17500
Eranhipalam,Apartment,1,9.0,10000
Malaparamba,Apartment,2,0.0,15000
Mankave,Apartment,3,9.0,25000
Mavoor Road,Flat,3,7.0,35000
Kottuli,Apartment,2,15.0,14000
Kunnamangalam,Apartment,2,15.0,10500
Kottuli,Apartment,3,10.0,24000
Koduvally,Apartment,3,6.0,21500
Nadakkavu,Apartment,4,5.0,50000
Koyilandy Road,Flat,2,4.0,14500
Mukkam,House,3,,23000
Thiruvannur,Apartment,1,10.0,6000
Puthiyara,Apartment,1,1.0,10500
Koduvally,Villa,3,,31000
Chevayur,Flat,3,0.0,28000
Mavoor Road,Flat,3,8.0,33000
Medical College,Flat,4,2.0,50000
Kuthiravattom,Flat,1,4.0,8000
Nadakkavu,Apartment,1,14.0,10000
Koyilandy Road,Apartment,1,12.0,9500
Kunnamangalam,Flat,1,2.0,5500
Medical College,House,2,,24500
Bilathikulam,Apartment,1,5.0,11000
Feroke,Apartment,2,10.0,13500
Thondayad,Apartment,1,0.0,9500
Kottuli,Apartment,1,5.0,8500
Mukkam,Apartment,3,11.0,20000
Beach Road,Apartment,1,15.0,12500
Puthiyara,Apartment,2,8.0,17500
Ulliyeri,Apartment,3,13.0,19000
Puthiyara,Flat,1,1.0,10000
Medical College,Apartment,3,1.0,37500
Koyilandy Road,Apartment,4,13.0,41500
Vellimadukunnu,Apartment,2,6.0,15500
Medical College,Flat,2,0.0,20500
Thondayad,Villa,4,,61500
Kuthiravattom,Flat,2,5.0,13500
Koyilandy Road,Apartment,2,11.0,17000
Vellimadukunnu,Apartment,1,5.0,8000
Panniyankara,House,2,,17000
Bilathikulam,Flat,2,1.0,16000
Koyilandy Road,Flat,2,3.0,15500
Bilathikulam,Flat,2,7.0,17000
Panniyankara,Villa,2,,20000
Malaparamba,Apartment,2,5.0,18500
Eranhipalam,Flat,1,7.0,8500
Thondayad,Flat,1,0.0,8000
Medical College,Apartment,3,12.0,36000
Mavoor Road,Flat,3,2.0,36000
Kuthiravattom,Flat,3,2.0,22000
Nadakkavu,Flat,2,5.0,19000
Beach Road,Apartment,1,9.0,13000
Malaparamba,Apartment,2,8.0,16500
Palayam,Apartment,2,0.0,18000
Puthiyara,Flat,3,1.0,31000
Mankave,Flat,4,8.0,37000
Mavoor Road,Apartment,1,10.0,11500
Beach Road,Apartment,1,4.0,12500
Mankave,Flat,2,6.0,15500
Mathara,Apartment,3,2.0,27500
Nadakkavu,Apartment,2,12.0,20000
Panniyankara,Flat,2,2.0,13500
Eranhipalam,Flat,2,5.0,17000
Eranhipalam,Villa,3,,43000
Panniyankara,Apartment,3,2.0,26500
Chevayur,Villa,3,,45000
Malaparamba,Villa,2,,26000
Bilathikulam,Flat,3,3.0,27000
Panniyankara,Apartment,3,6.0,25500
Koyilandy Road,Apartment,2,10.0,17000
Mavoor Road,Flat,1,6.0,12000
Mankave,Flat,2,6.0,14500
Vellimadukunnu,Apartment,2,10.0,14500
Chevayur,Apartment,4,6.0,47500
Chevayur,Flat,2,3.0,18000
Palayam,Villa,2,,31000
Koyilandy Road,Flat,3,0.0,23000
Mavoor Road,Villa,2,,30500
Kunnamangalam,Apartment,3,14.0,17500
Feroke,House,1,,9000
Koduvally,House,2,,14000
Palayam,Apartment,1,6.0,12000
Kottuli,House,1,,8500
Mavoor Road,Flat,3,3.0,33500
Koyilandy Road,Villa,3,,40500
Calicut University,Flat,2,4.0,21000
Thondayad,Apartment,4,3.0,38000
Bilathikulam,Apartment,1,8.0,9500
Kuthiravattom,Flat,3,6.0,25000
Thondayad,House,3,,32500
Calicut University,Apartment,1,10.0,12000
Kottuli,Villa,3,,32000
Nadakkavu,Apartment,1,12.0,10000
Thondayad,Flat,2,0.0,16000
Balussery,Flat,1,3.0,7000
Panniyankara,Apartment,3,0.0,25000
Nadakkavu,Flat,1,8.0,9000
Chevayur,Apartment,1,3.0,11500
Beach Road,Apartment,4,15.0,51000
Palayam,Apartment,2,13.0,19500
Ulliyeri,Apartment,2,1.0,12500
Nadakkavu,Apartment,2,13.0,20000
Vellimadukunnu,Flat,1,2.0,7000
Mavoor Road,Villa,1,,18000
Medical College,Flat,2,5.0,19500
Thondayad,Flat,3,0.0,26000
Koduvally,Flat,2,1.0,11000
Eranhipalam,Flat,2,1.0,16000
Bilathikulam,Flat,3,8.0,28500
Bilathikulam,Flat,2,5.0,17500
Mavoor Road,Apartment,1,10.0,12000
Beach Road,Apartment,3,4.0,37000
Thondayad,Flat,2,2.0,16000
Nadakkavu,Flat,2,6.0,20000
Malaparamba,Villa,3,,40500
Kuthiravattom,Apartment,2,1.0,16000
Thondayad,House,2,,20500
Vellimadukunnu,Flat,2,0.0,12000
Malaparamba,Flat,2,8.0,15500
Medical College,Villa,2,,33500
Bilathikulam,Apartment,2,7.0,17500
Vellimadukunnu,Apartment,3,8.0,23000
Mankave,Apartment,3,15.0,26500
Mathara,Villa,2,,23000
Malaparamba,Apartment,3,12.0,26500
Palayam,Apartment,1,10.0,11500
Kottuli,Flat,2,4.0,14500
Mavoor Road,Apartment,2,11.0,22500
Koyilandy Road,Villa,2,,24000
Thondayad,Flat,2,0.0,16000
Puthiyara,Flat,3,3.0,30500
Thondayad,Apartment,1,15.0,9000
Panniyankara,Flat,2,6.0,15000
Panniyankara,Apartment,2,3.0,14500
Thiruvannur,Flat,2,0.0,11000
Vellimadukunnu,Flat,2,4.0,13500
Mavoor Road,Apartment,1,12.0,12500
Malaparamba,Flat,1,2.0,8500
Mankave,Apartment,2,11.0,16500
Calicut University,Apartment,1,3.0,12500
Koyilandy Road,Flat,1,2.0,8000
Balussery,Apartment,1,4.0,7000
Nadakkavu,Flat,3,8.0,30000
Palayam,Flat,2,8.0,18500
Thiruvannur,House,2,,14500
Koduvally,Flat,1,0.0,5500
Chevayur,Apartment,2,9.0,18000
Eranhipalam,Flat,3,2.0,29500
Malaparamba,Apartment,1,10.0,9000
Kottuli,Apartment,2,11.0,14000
Puthiyara,Flat,2,5.0,19000
Malaparamba,Villa,1,,13000
Nadakkavu,Apartment,3,11.0,31000
Ulliyeri,Flat,1,1.0,5500
Bilathikulam,Flat,2,6.0,17500
Puthiyara,Villa,1,,14500
Eranhipalam,Apartment,3,9.0,30000
Mavoor Road,Apartment,2,6.0,22000
Calicut University,Apartment,3,14.0,34500
Medical College,Apartment,3,1.0,35500
Bilathikulam,Apartment,3,6.0,33000
Mukkam,Flat,2,7.0,12000
Malaparamba,Flat,2,6.0,15500
Puthiyara,Apartment,3,7.0,29500
Kuthiravattom,Apartment,1,9.0,8500
Medical College,Apartment,1,11.0,12000
Koduvally,Flat,1,7.0,6000
Mavoor Road,Apartment,3,4.0,38500
Puthiyara,Apartment,2,1.0,20500
Panniyankara,Flat,3,3.0,23500
Mathara,Flat,4,0.0,35500
Chevayur,Flat,1,3.0,10500
Kottuli,Apartment,1,15.0,8000
Calicut University,Flat,2,7.0,18500
Mukkam,House,3,,26000
Nadakkavu,Flat,2,6.0,19500
Koyilandy Road,Flat,1,5.0,8500
Eranhipalam,Apartment,2,3.0,19500
Calicut University,Apartment,4,3.0,53500
Mathara,House,1,,9500
Palayam,Flat,2,1.0,19500
Puthiyara,Apartment,1,0.0,9500
Chevayur,Flat,1,5.0,9500
Kuthiravattom,Apartment,3,10.0,24500
Malaparamba,Apartment,3,13.0,25000
Chevayur,Villa,2,,28000
Palayam,Villa,3,,48000
Mankave,Flat,3,1.0,26000
Thondayad,Apartment,1,3.0,10000
Eranhipalam,Apartment,2,11.0,17500
Palayam,Villa,2,,28500
Eranhipalam,Flat,2,2.0,17000
Puthiyara,Apartment,1,1.0,10500
Mukkam,Apartment,2,9.0,13000
Koyilandy Road,Apartment,2,0.0,15000
Bilathikulam,Apartment,1,9.0,9500
Vellimadukunnu,Apartment,2,3.0,15000
Calicut University,Apartment,3,0.0,36500
Eranhipalam,Flat,3,4.0,30500
Mavoor Road,Flat,2,5.0,22500
Bilathikulam,Apartment,2,12.0,19500
Koyilandy Road,Apartment,3,7.0,25000
Eranhipalam,Apartment,1,11.0,9000
Eranhipalam,Flat,2,6.0,18000
Koyilandy Road,Apartment,3,14.0,27000
Feroke,Apartment,1,14.0,7500
Mathara,Apartment,4,10.0,35500
Thiruvannur,Apartment,1,13.0,6500
Kottuli,Apartment,2,4.0,14500
Koduvally,Villa,1,,10500
Beach Road,Apartment,2,14.0,21000
Chevayur,Apartment,2,11.0,19500
Bilathikulam,Apartment,2,10.0,17500
Eranhipalam,House,2,,21500
Kunnamangalam,Apartment,3,7.0,18500
Panniyankara,Apartment,2,10.0,14500
Ulliyeri,Flat,1,1.0,5500
Puthiyara,Apartment,3,11.0,30000
Kuthiravattom,Apartment,2,12.0,14000
Calicut University,Flat,1,4.0,11500
Calicut University,Apartment,4,9.0,51500
Thondayad,Flat,1,2.0,9000
Medical College,Flat,1,2.0,10500
Kuthiravattom,Flat,3,2.0,25000
Koyilandy Road,Apartment,1,15.0,8500
Nadakkavu,Apartment,1,0.0,10000
Kottuli,Apartment,1,7.0,8000
Balussery,Apartment,3,7.0,21500
Puthiyara,Apartment,2,13.0,20000
Palayam,Apartment,1,0.0,11000
Calicut University,Apartment,1,10.0,12000
Chevayur,Apartment,2,7.0,20500
Thiruvannur,Flat,1,7.0,6000
Eranhipalam,Apartment,2,2.0,17500
Panniyankara,Flat,1,3.0,7500
Medical College,Apartment,2,5.0,21500
Kottuli,Apartment,1,11.0,7000
Balussery,Apartment,1,13.0,7000
Kuthiravattom,Apartment,2,0.0,15500
Mankave,Villa,2,,22500
Kuthiravattom,Apartment,1,14.0,8000
Chevayur,Flat,2,0.0,16000
Malaparamba,Flat,3,8.0,24000
Koduvally,Villa,3,,30000
Mavoor Road,Apartment,2,6.0,22000
Eranhipalam,Villa,2,,28500
Koyilandy Road,Apartment,3,12.0,25500
Eranhipalam,Apartment,2,3.0,19000
Balussery,Villa,3,,33000
Balussery,Flat,1,0.0,6000
Panniyankara,Flat,3,3.0,21000
Nadakkavu,Flat,1,4.0,11000
Kuthiravattom,Flat,3,3.0,23500
Mavoor Road,House,3,,44000
Mathara,Flat,2,7.0,14000
Thondayad,Apartment,1,14.0,10000
Chevayur,Flat,1,5.0,10000
Kuthiravattom,Villa,3,,35500
Kuthiravattom,Villa,1,,13000
Mankave,Flat,2,1.0,14500
Kuthiravattom,Apartment,1,5.0,8500
Feroke,Apartment,3,11.0,21000
Bilathikulam,Apartment,2,14.0,20000
Thiruvannur,Flat,3,7.0,18500
Panniyankara,Apartment,2,9.0,14000
Mathara,Apartment,2,9.0,14500
Medical College,Apartment,2,4.0,24000
Panniyankara,Flat,3,3.0,24000
Palayam,Apartment,1,4.0,10500
Koyilandy Road,Apartment,3,5.0,28500
Beach Road,Apartment,1,2.0,14000
Chevayur,Apartment,2,15.0,19500
Palayam,Apartment,3,10.0,35000
Chevayur,Apartment,2,9.0,18000
Panniyankara,Apartment,3,9.0,23000
Mukkam,Apartment,3,3.0,22000
Thondayad,Apartment,2,13.0,16000
Beach Road,Flat,2,4.0,21000
Medical College,Villa,3,,53500
Calicut University,Apartment,3,8.0,34500
Puthiyara,Flat,2,6.0,17000
Palayam,Flat,3,8.0,30000
Nadakkavu,Flat,2,0.0,18500
Koyilandy Road,Apartment,3,2.0,29000
Mankave,Apartment,2,6.0,15500
Thondayad,Apartment,4,0.0,38000
Beach Road,Apartment,2,1.0,24000
Nadakkavu,Apartment,1,1.0,11000
Medical College,Flat,1,2.0,12000
Eranhipalam,Villa,1,,14000
Kottuli,Apartment,3,6.0,25000
Thiruvannur,Flat,1,4.0,6000
Feroke,Flat,1,2.0,6500
Chevayur,Apartment,1,8.0,10000
Ulliyeri,Flat,2,6.0,12000
Kottuli,Apartment,1,11.0,7000
Malaparamba,Apartment,1,4.0,9500
Vellimadukunnu,Apartment,1,4.0,8500
Mavoor Road,House,2,,26000
Mathara,Apartment,2,0.0,16000
Nadakkavu,Villa,1,,15000
Mankave,Villa,1,,12500
Bilathikulam,Flat,2,8.0,18000
Palayam,Apartment,2,15.0,18500
Calicut University,Apartment,2,2.0,22000
Medical College,Apartment,3,4.0,39000
Nadakkavu,Apartment,1,9.0,11000
Mathara,Villa,2,,23500
Chevayur,Apartment,3,9.0,31000
Mukkam,Apartment,2,1.0,14000
Kuthiravattom,Flat,1,8.0,7500
Eranhipalam,Villa,1,,14000
Kunnamangalam,Flat,3,2.0,16000
Nadakkavu,Flat,3,4.0,30000
Calicut University,House,2,,26000
Eranhipalam,Apartment,2,10.0,18500
Palayam,Apartment,3,8.0,31000
Kottuli,Flat,3,1.0,20000
Mathara,House,1,,10000
Panniyankara,Villa,3,,36500
Medical College,Apartment,1,9.0,11000
Koyilandy Road,Apartment,2,5.0,18000
Bilathikulam,Flat,1,8.0,8500
Mavoor Road,Apartment,2,6.0,22000
Medical College,Apartment,3,15.0,33000
Beach Road,Apartment,3,3.0,36500
Malaparamba,Villa,1,,14000
Chevayur,Flat,1,1.0,10000
Mathara,Flat,4,6.0,34500
Koyilandy Road,Flat,1,4.0,9000
Koduvally,Apartment,2,1.0,11500
Kuthiravattom,Villa,2,,22500
Balussery,Apartment,2,2.0,13000
Malaparamba,Apartment,2,14.0,15500
Mankave,Flat,2,5.0,16500
Mankave,Apartment,2,11.0,15500
Beach Road,Apartment,1,7.0,11500
Nadakkavu,Flat,1,1.0,10500
Beach Road,Flat,1,7.0,12000
Puthiyara,Apartment,2,15.0,18500
Beach Road,Apartment,3,0.0,34000
Palayam,Apartment,2,12.0,19500
Panniyankara,Villa,2,,21000
Calicut University,Apartment,2,12.0,22000
Ulliyeri,Flat,3,3.0,18000
Thiruvannur,Flat,1,0.0,5500
Nadakkavu,Apartment,2,2.0,19500
Koduvally,Apartment,2,5.0,12500
Malaparamba,Flat,1,5.0,8500
Thondayad,House,3,,35000
Kottuli,Villa,1,,11000
Vellimadukunnu,Apartment,1,15.0,7500
Vellimadukunnu,House,3,,27500
Mukkam,Villa,1,,10500
Vellimadukunnu,Flat,2,2.0,13000
Medical College,Villa,4,,81000
Panniyankara,Flat,1,4.0,7500
Balussery,Apartment,1,14.0,7000
Kuthiravattom,Villa,2,,22500
Chevayur,Apartment,3,1.0,30500
Kuthiravattom,House,2,,17000
Koyilandy Road,Apartment,1,11.0,9000
Nadakkavu,Apartment,3,5.0,33500
Mukkam,Villa,3,,29500
Kottuli,Apartment,4,9.0,32500
Thondayad,Villa,1,,14000
Koyilandy Road,Flat,3,1.0,24500
Thondayad,Apartment,2,13.0,15500
Kuthiravattom,Apartment,2,1.0,14500
Mavoor Road,House,3,,44000
Palayam,Apartment,3,10.0,30500
Panniyankara,Flat,3,2.0,23500
Balussery,Apartment,2,7.0,13000
Thiruvannur,Apartment,2,4.0,11500
Nadakkavu,Flat,1,7.0,9500
Puthiyara,Apartment,1,5.0,11500
Kottuli,Villa,2,,21000
Nadakkavu,Apartment,4,11.0,47500
Kunnamangalam,Apartment,2,1.0,11500
Koyilandy Road,Apartment,2,9.0,15000
Beach Road,Apartment,2,15.0,22000
Calicut University,Flat,2,4.0,21000
Mukkam,Flat,2,4.0,13500
Malaparamba,Villa,1,,13000
Balussery,House,2,,13500
Malaparamba,Flat,4,5.0,37500
Vellimadukunnu,Flat,3,0.0,22000
Bilathikulam,Flat,1,1.0,9000
Malaparamba,Apartment,4,3.0,41500
Eranhipalam,Flat,1,5.0,10000
Chevayur,Apartment,2,7.0,19000
Nadakkavu,Villa,2,,28000
Mankave,Apartment,3,0.0,27000
Mathara,Apartment,2,5.0,16500
Thondayad,Apartment,1,7.0,9000
Balussery,Villa,2,,17500
Ulliyeri,Flat,2,6.0,10500
Eranhipalam,Apartment,2,7.0,17000
Kuthiravattom,Apartment,3,15.0,26500
Palayam,House,2,,22000
Medical College,House,2,,27500
Kottuli,Apartment,3,6.0,22500
Thondayad,Flat,2,1.0,16000
Palayam,Flat,3,8.0,28500
Kottuli,Flat,1,4.0,8000
Thiruvannur,Flat,1,2.0,6000
Kuthiravattom,House,2,,17000
Kuthiravattom,Apartment,1,10.0,8500
Calicut University,Flat,2,7.0,19500
Feroke,Flat,2,1.0,13500
Medical College,Apartment,2,5.0,23000
Mukkam,Apartment,1,6.0,7500
Nadakkavu,Flat,3,6.0,32500
Mankave,Apartment,1,5.0,8500
Vellimadukunnu,Flat,3,3.0,23000
Feroke,Flat,2,3.0,13000
Medical College,Flat,3,5.0,32000
Koyilandy Road,Apartment,1,1.0,10000
Kuthiravattom,Apartment,2,9.0,15000
Eranhipalam,Apartment,2,12.0,17500
Mavoor Road,Flat,4,0.0,50500
Malaparamba,Apartment,3,13.0,29000
Panniyankara,Apartment,1,5.0,9000
Malaparamba,Flat,3,7.0,25000
Medical College,Apartment,2,15.0,20000
Nadakkavu,Villa,2,,27000
Bilathikulam,Apartment,2,0.0,17500
Puthiyara,Apartment,2,14.0,19000
Kunnamangalam,Flat,1,8.0,5000
Mankave,Apartment,2,2.0,16500
Calicut University,Apartment,3,10.0,35000
Bilathikulam,Apartment,3,8.0,28500
Chevayur,House,2,,23000
Thiruvannur,Villa,1,,9500
Malaparamba,Apartment,1,5.0,9000
Medical College,Flat,3,6.0,36000
Kuthiravattom,House,3,,28000
Kottuli,Flat,2,5.0,12500
Palayam,Flat,2,0.0,16500
Thondayad,Flat,1,4.0,9500
Kottuli,Flat,2,3.0,13000
Kuthiravattom,Apartment,2,6.0,16000
Vellimadukunnu,Apartment,3,15.0,25000
Beach Road,Flat,2,8.0,21500
Ulliyeri,Flat,1,0.0,5500
Mavoor Road,Apartment,1,13.0,11500
Palayam,Apartment,3,13.0,30500
Thondayad,Flat,2,6.0,16000
Kottuli,Apartment,2,11.0,14000
Balussery,Apartment,1,8.0,6500
Mavoor Road,Flat,2,8.0,20000
Koyilandy Road,Flat,2,5.0,15500
Mankave,Apartment,2,11.0,16000
Mankave,Flat,1,1.0,9000
Beach Road,Flat,3,8.0,34000
Koyilandy Road,Flat,2,7.0,14500
Puthiyara,Apartment,3,8.0,33000
Mavoor Road,Apartment,2,1.0,21500
Nadakkavu,Apartment,1,4.0,11000
Thondayad,Apartment,3,12.0,29500
Kuthiravattom,Flat,2,0.0,14000
Balussery,Apartment,1,12.0,7000
Kuthiravattom,Flat,2,0.0,13000
Balussery,Flat,2,5.0,12000
Chevayur,Flat,1,2.0,9500
Malaparamba,Apartment,2,6.0,17000
Nadakkavu,Flat,3,3.0,30500
Vellimadukunnu,Flat,2,5.0,13500
Medical College,Apartment,2,13.0,21000
Thondayad,Villa,3,,43000
Calicut University,Apartment,1,12.0,12000
Kunnamangalam,Apartment,2,8.0,11000
Bilathikulam,House,2,,20000
Nadakkavu,Flat,1,8.0,10000
Thiruvannur,Villa,3,,28500
Koyilandy Road,Apartment,2,5.0,17000
Vellimadukunnu,Apartment,1,8.0,7500
Feroke,Apartment,2,2.0,14000
Mavoor Road,Villa,3,,58000
Nadakkavu,Flat,2,3.0,18500
Chevayur,Flat,2,1.0,18000
Beach Road,Flat,2,3.0,20500
Palayam,Villa,3,,49000
Nadakkavu,Apartment,2,0.0,19500
Puthiyara,Apartment,4,10.0,42500
Mavoor Road,Apartment,1,2.0,12500
Thondayad,Apartment,3,4.0,29500
Eranhipalam,Apartment,1,3.0,10500
Thondayad,House,1,,11500
Panniyankara,House,3,,29500
Malaparamba,Apartment,3,9.0,25500
Mukkam,Flat,1,7.0,7000
Chevayur,Flat,2,4.0,18000
Malaparamba,Apartment,1,9.0,9000
Nadakkavu,Flat,2,5.0,17500
Palayam,Flat,2,5.0,18500
Kottuli,Flat,3,7.0,22500
Mukkam,Apartment,1,14.0,7000
Palayam,Flat,4,4.0,45000
Chevayur,Apartment,2,15.0,19000
Mathara,Apartment,3,6.0,27000
Kunnamangalam,Apartment,3,12.0,19000
Kottuli,House,3,,26500
Kuthiravattom,Apartment,1,9.0,8000
Bilathikulam,Apartment,1,14.0,10500
Kuthiravattom,Villa,1,,13000
Mathara,Apartment,1,3.0,8500
Chevayur,Flat,3,7.0,27000
Mathara,Villa,3,,38000
Mankave,Flat,2,5.0,15500
Koyilandy Road,Apartment,1,12.0,8500
Kuthiravattom,Flat,2,3.0,13000
Eranhipalam,Flat,1,1.0,9000
Koduvally,Villa,1,,9500
Mathara,Apartment,2,0.0,15000
Chevayur,Villa,3,,46000
Thondayad,Apartment,3,14.0,26500
Kuthiravattom,Villa,2,,21500
Eranhipalam,Flat,3,8.0,28000
Thondayad,Villa,3,,43500
Bilathikulam,Apartment,2,15.0,19500
Thondayad,Apartment,1,13.0,10000
Nadakkavu,Apartment,3,14.0,30500
Thondayad,Flat,2,7.0,15000
Mathara,Flat,1,4.0,8000
Panniyankara,Flat,2,4.0,13000
Balussery,Flat,2,5.0,12500
Chevayur,Flat,3,3.0,29000
Palayam,Flat,2,8.0,18000
Ulliyeri,Apartment,2,4.0,13000
Bilathikulam,Flat,2,1.0,18500
Puthiyara,Flat,3,0.0,27500
Thiruvannur,Flat,2,8.0,11000
Beach Road,Flat,2,8.0,22500
Vellimadukunnu,Apartment,2,7.0,14500
Chevayur,Apartment,2,6.0,20500
Mavoor Road,Apartment,3,14.0,37000
Thondayad,Apartment,1,3.0,9500
Koyilandy Road,Flat,1,5.0,8500
Calicut University,Flat,2,0.0,18000
Bilathikulam,Apartment,3,5.0,30500
Koduvally,House,1,,8000
Nadakkavu,Flat,2,6.0,19500
Chevayur,Apartment,2,3.0,20500
Palayam,Flat,1,6.0,11000
Calicut University,Flat,3,0.0,29000
Eranhipalam,Flat,1,1.0,9000
Panniyankara,Apartment,3,10.0,25500
Panniyankara,Flat,3,2.0,21500
Mankave,Flat,1,7.0,8500
Mathara,Flat,2,0.0,13000
Nadakkavu,Villa,2,,29000
Mankave,Flat,2,5.0,15000
Panniyankara,Flat,2,4.0,15000
Vellimadukunnu,Villa,3,,34500
Koyilandy Road,House,1,,10500
Mankave,Apartment,2,11.0,15000
Puthiyara,House,1,,12500
Palayam,Villa,2,,27500
Thondayad,Villa,1,,14000
Medical College,Apartment,2,2.0,21500
Mavoor Road,Villa,1,,17500
Panniyankara,Apartment,3,6.0,25500
Bilathikulam,Apartment,2,3.0,17500
Beach Road,Villa,3,,59500
Chevayur,House,2,,21500
Mukkam,House,1,,8000
Beach Road,Apartment,3,10.0,36500
Koyilandy Road,Apartment,2,8.0,16000
Panniyankara,Flat,2,4.0,13000
Thondayad,Villa,3,,44000
Eranhipalam,Apartment,2,0.0,16000
Calicut University,Flat,3,5.0,35500
Eranhipalam,Apartment,3,14.0,27500
Nadakkavu,House,2,,23500
Calicut University,Flat,1,4.0,10500
Thondayad,Apartment,2,10.0,18000
Kottuli,Flat,2,7.0,14000
Mathara,Flat,4,0.0,33000
Nadakkavu,Flat,3,1.0,30500
Calicut University,Apartment,2,0.0,19000
Balussery,Flat,3,0.0,17000
Kunnamangalam,Apartment,3,3.0,17500
Ulliyeri,Apartment,2,7.0,12500
Palayam,Apartment,2,14.0,18500
Nadakkavu,Apartment,2,11.0,19500
Palayam,Apartment,1,12.0,10500
Puthiyara,Flat,2,3.0,17500
Thondayad,Apartment,2,8.0,17000
Koyilandy Road,Flat,2,2.0,15000
Kottuli,House,3,,29000
Nadakkavu,Apartment,1,11.0,10500
Thondayad,Apartment,3,8.0,28000
Chevayur,Flat,2,8.0,17000
Eranhipalam,Flat,2,8.0,17000
Kuthiravattom,Flat,4,1.0,35000
Eranhipalam,Apartment,4,15.0,44500
Calicut University,Flat,3,4.0,31500
Chevayur,Flat,1,8.0,9000
Panniyankara,Flat,2,3.0,14000
Vellimadukunnu,Flat,1,3.0,7500
Bilathikulam,Flat,2,3.0,16500
Nadakkavu,Apartment,2,3.0,19500
Chevayur,Flat,2,2.0,16500
Kunnamangalam,Flat,2,4.0,10500
Thondayad,Apartment,3,12.0,25500
Beach Road,Apartment,2,13.0,23500
Balussery,Flat,3,3.0,20000
Beach Road,Flat,3,5.0,37000
